year,month,ARSON,ASSAULT,BATTERY,BURGLARY,CONCEALED CARRY LICENSE VIOLATION,CRIM SEXUAL ASSAULT,CRIMINAL DAMAGE,CRIMINAL TRESPASS,DECEPTIVE PRACTICE,DOMESTIC VIOLENCE,GAMBLING,HOMICIDE,HUMAN TRAFFICKING,INTERFERENCE WITH PUBLIC OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR LAW VIOLATION,MOTOR VEHICLE THEFT,NARCOTICS,NON - CRIMINAL,NON-CRIMINAL,NON-CRIMINAL (SUBJECT SPECIFIED),OBSCENITY,OFFENSE INVOLVING CHILDREN,OTHER NARCOTIC VIOLATION,OTHER OFFENSE,PROSTITUTION,PUBLIC INDECENCY,PUBLIC PEACE VIOLATION,RITUALISM,ROBBERY,SEX OFFENSE,STALKING,THEFT,WEAPONS VIOLATION
2011,10,44.0,1708.0,5069.0,2460.0,0.0,138.0,3286.0,746.0,1212.0,0.0,66.0,44.0,0.0,93.0,18.0,24.0,56.0,1488.0,2980.0,0.0,0.0,0.0,4.0,184.0,2.0,1638.0,207.0,1.0,258.0,0.0,1401.0,81.0,16.0,6674.0,376.0
2011,11,37.0,1455.0,4363.0,2293.0,0.0,109.0,2990.0,622.0,1093.0,0.0,28.0,37.0,0.0,93.0,10.0,27.0,32.0,1509.0,3039.0,0.0,0.0,0.0,3.0,157.0,1.0,1587.0,204.0,2.0,208.0,0.0,1215.0,85.0,16.0,6139.0,284.0
2011,12,36.0,1409.0,4438.0,2196.0,0.0,108.0,2820.0,618.0,1132.0,0.0,15.0,38.0,0.0,83.0,13.0,24.0,29.0,1504.0,2921.0,0.0,0.0,0.0,1.0,215.0,0.0,1403.0,191.0,1.0,201.0,0.0,1228.0,70.0,15.0,6002.0,311.0
2012,1,39.0,1294.0,4309.0,1757.0,0.0,128.0,2660.0,662.0,1137.0,0.0,9.0,43.0,0.0,80.0,10.0,17.0,50.0,1440.0,3271.0,0.0,0.0,0.0,4.0,254.0,0.0,1538.0,194.0,2.0,189.0,0.0,1011.0,138.0,24.0,5713.0,317.0
2012,2,23.0,1324.0,3961.0,1398.0,0.0,103.0,2350.0,698.0,1005.0,0.0,17.0,28.0,0.0,105.0,11.0,14.0,52.0,1151.0,3581.0,0.0,0.0,0.0,1.0,165.0,0.0,1548.0,198.0,1.0,207.0,0.0,696.0,64.0,17.0,4887.0,270.0
2012,3,40.0,1856.0,5276.0,1638.0,0.0,105.0,3144.0,686.0,1084.0,0.0,44.0,53.0,0.0,100.0,13.0,15.0,74.0,1354.0,3542.0,0.0,0.0,0.0,3.0,212.0,0.0,1490.0,267.0,0.0,300.0,0.0,845.0,112.0,20.0,5938.0,353.0
2012,4,48.0,1626.0,4695.0,1646.0,0.0,109.0,3081.0,677.0,1083.0,0.0,62.0,41.0,0.0,99.0,15.0,23.0,53.0,1334.0,3027.0,0.0,0.0,0.0,2.0,151.0,0.0,1467.0,173.0,0.0,226.0,0.0,975.0,76.0,15.0,6191.0,286.0
2012,5,42.0,1929.0,5840.0,1924.0,0.0,130.0,3271.0,706.0,1085.0,0.0,65.0,50.0,0.0,106.0,17.0,20.0,37.0,1466.0,3068.0,0.0,2.0,0.0,3.0,185.0,0.0,1530.0,135.0,2.0,317.0,0.0,1267.0,104.0,13.0,6463.0,321.0
2012,6,44.0,1896.0,5805.0,2063.0,0.0,130.0,3502.0,658.0,1106.0,0.0,107.0,49.0,0.0,131.0,7.0,21.0,51.0,1469.0,3061.0,0.0,0.0,0.0,0.0,207.0,0.0,1494.0,210.0,1.0,258.0,0.0,1282.0,111.0,16.0,7071.0,330.0
2012,7,48.0,1929.0,5971.0,2276.0,0.0,154.0,3424.0,772.0,1128.0,0.0,103.0,50.0,0.0,122.0,17.0,21.0,42.0,1422.0,3222.0,0.0,3.0,0.0,0.0,204.0,0.0,1515.0,209.0,5.0,268.0,0.0,1332.0,97.0,18.0,7263.0,360.0
2012,8,56.0,1890.0,5376.0,2221.0,0.0,131.0,3092.0,771.0,1220.0,0.0,127.0,56.0,0.0,130.0,11.0,21.0,45.0,1346.0,2663.0,0.0,1.0,0.0,2.0,181.0,2.0,1469.0,198.0,1.0,261.0,0.0,1272.0,82.0,15.0,7027.0,374.0
2012,9,43.0,1635.0,4761.0,1992.0,0.0,107.0,2956.0,703.0,1111.0,0.0,86.0,44.0,0.0,101.0,18.0,25.0,57.0,1306.0,2611.0,0.0,0.0,1.0,3.0,157.0,1.0,1337.0,174.0,2.0,285.0,0.0,1168.0,89.0,13.0,6561.0,408.0
2012,10,29.0,1728.0,4735.0,2128.0,0.0,114.0,2927.0,700.0,1260.0,0.0,45.0,37.0,0.0,83.0,12.0,25.0,39.0,1377.0,2562.0,0.0,0.0,0.0,2.0,195.0,1.0,1463.0,189.0,2.0,277.0,0.0,1232.0,77.0,21.0,6399.0,311.0
2012,11,25.0,1404.0,4259.0,1992.0,0.0,115.0,2744.0,599.0,1270.0,0.0,37.0,39.0,0.0,92.0,9.0,15.0,43.0,1414.0,2443.0,0.0,0.0,0.0,3.0,171.0,2.0,1320.0,146.0,1.0,216.0,0.0,1211.0,62.0,19.0,6083.0,298.0
2012,12,32.0,1388.0,4148.0,1808.0,0.0,104.0,2703.0,584.0,1208.0,0.0,22.0,25.0,0.0,79.0,16.0,18.0,30.0,1413.0,2437.0,0.0,0.0,1.0,3.0,164.0,0.0,1310.0,111.0,0.0,203.0,0.0,1194.0,57.0,16.0,5866.0,279.0
2013,1,30.0,1396.0,3926.0,1584.0,0.0,133.0,2501.0,741.0,1288.0,0.0,1.0,41.0,2.0,101.0,5.0,23.0,40.0,1470.0,2939.0,0.0,0.0,0.0,2.0,279.0,0.0,1610.0,163.0,0.0,209.0,0.0,1094.0,112.0,12.0,5465.0,315.0
2013,2,21.0,1182.0,3495.0,1171.0,0.0,88.0,1874.0,656.0,1064.0,0.0,13.0,14.0,0.0,75.0,11.0,22.0,33.0,1248.0,2833.0,0.0,0.0,0.0,2.0,196.0,0.0,1465.0,147.0,0.0,210.0,0.0,731.0,73.0,6.0,4544.0,226.0
2013,3,33.0,1416.0,4374.0,1247.0,0.0,107.0,2498.0,699.0,1199.0,0.0,13.0,17.0,0.0,119.0,10.0,19.0,65.0,1090.0,3303.0,0.0,1.0,0.0,1.0,219.0,0.0,1652.0,175.0,0.0,265.0,0.0,772.0,77.0,14.0,5339.0,240.0
2013,4,30.0,1612.0,4636.0,1366.0,0.0,84.0,2717.0,713.0,1211.0,0.0,54.0,25.0,0.0,130.0,14.0,11.0,35.0,927.0,2974.0,0.0,0.0,0.0,1.0,170.0,0.0,1567.0,156.0,1.0,295.0,0.0,849.0,83.0,16.0,5562.0,287.0
2013,5,45.0,1843.0,5216.0,1563.0,0.0,112.0,2990.0,729.0,1193.0,0.0,81.0,47.0,0.0,128.0,16.0,26.0,47.0,962.0,3079.0,0.0,1.0,0.0,2.0,202.0,0.0,1599.0,177.0,1.0,366.0,0.0,976.0,102.0,13.0,6165.0,310.0
2013,6,34.0,1760.0,5464.0,1477.0,0.0,124.0,2829.0,683.0,1069.0,0.0,98.0,45.0,0.0,122.0,8.0,27.0,59.0,1039.0,2674.0,0.0,0.0,0.0,3.0,201.0,1.0,1511.0,119.0,3.0,326.0,0.0,990.0,86.0,15.0,6292.0,316.0
2013,7,40.0,1634.0,5264.0,1567.0,0.0,129.0,2840.0,680.0,1125.0,0.0,102.0,47.0,0.0,108.0,14.0,21.0,28.0,1039.0,2975.0,0.0,0.0,0.0,6.0,187.0,0.0,1620.0,151.0,1.0,291.0,0.0,1224.0,97.0,9.0,7122.0,302.0
2013,8,36.0,1610.0,5043.0,1771.0,0.0,135.0,2879.0,778.0,1143.0,0.0,81.0,51.0,0.0,129.0,15.0,26.0,29.0,1030.0,3021.0,1.0,0.0,0.0,2.0,167.0,2.0,1589.0,123.0,0.0,249.0,0.0,1110.0,107.0,12.0,7180.0,329.0
2013,9,28.0,1612.0,4723.0,1634.0,0.0,111.0,2654.0,633.0,1060.0,0.0,88.0,43.0,0.0,110.0,9.0,18.0,46.0,955.0,2647.0,0.0,0.0,0.0,2.0,190.0,1.0,1364.0,140.0,1.0,281.0,0.0,1077.0,92.0,18.0,6529.0,269.0
2013,10,22.0,1511.0,4453.0,1599.0,0.0,111.0,2629.0,680.0,1109.0,0.0,55.0,33.0,0.0,86.0,12.0,12.0,29.0,928.0,2721.0,1.0,0.0,0.0,1.0,187.0,0.0,1357.0,112.0,0.0,287.0,0.0,994.0,91.0,12.0,6205.0,232.0
2013,11,21.0,1254.0,3769.0,1478.0,0.0,103.0,2380.0,614.0,1219.0,0.0,9.0,28.0,0.0,79.0,8.0,23.0,34.0,890.0,2732.0,1.0,1.0,0.0,2.0,188.0,0.0,1382.0,146.0,2.0,186.0,0.0,928.0,60.0,14.0,5808.0,202.0
2013,12,24.0,1142.0,3640.0,1438.0,0.0,82.0,2062.0,530.0,1137.0,0.0,1.0,38.0,0.0,94.0,12.0,14.0,20.0,1004.0,2229.0,0.0,1.0,0.0,1.0,209.0,1.0,1279.0,43.0,1.0,170.0,0.0,1075.0,55.0,13.0,5320.0,218.0
2014,1,22.0,1037.0,3336.0,1137.0,0.0,112.0,1790.0,576.0,1300.0,0.0,1.0,20.0,0.0,90.0,10.0,20.0,32.0,817.0,2224.0,0.0,0.0,0.0,0.0,287.0,0.0,1420.0,69.0,0.0,169.0,0.0,798.0,89.0,7.0,4448.0,201.0
2014,2,27.0,1022.0,3175.0,889.0,1.0,73.0,1595.0,536.0,1102.0,0.0,2.0,21.0,0.0,84.0,4.0,15.0,25.0,682.0,2356.0,0.0,0.0,1.0,1.0,161.0,2.0,1182.0,120.0,1.0,164.0,0.0,556.0,56.0,6.0,4017.0,146.0
2014,3,26.0,1388.0,3976.0,1054.0,2.0,98.0,2207.0,703.0,1595.0,0.0,12.0,23.0,0.0,92.0,12.0,22.0,25.0,910.0,2644.0,0.0,0.0,0.0,5.0,220.0,1.0,1402.0,97.0,2.0,230.0,0.0,624.0,64.0,9.0,4515.0,224.0
2014,4,32.0,1407.0,4187.0,1124.0,2.0,111.0,2430.0,643.0,1394.0,0.0,36.0,37.0,0.0,112.0,5.0,12.0,31.0,702.0,2633.0,1.0,0.0,0.0,3.0,195.0,1.0,1501.0,142.0,3.0,238.0,0.0,726.0,83.0,10.0,4836.0,273.0
2014,5,45.0,1669.0,4804.0,1206.0,1.0,108.0,2564.0,648.0,1259.0,0.0,41.0,41.0,0.0,131.0,10.0,20.0,50.0,728.0,2640.0,1.0,0.0,0.0,4.0,204.0,1.0,1606.0,125.0,0.0,302.0,0.0,835.0,98.0,11.0,5352.0,354.0
2014,6,42.0,1660.0,4821.0,1244.0,1.0,135.0,2489.0,682.0,1372.0,0.0,62.0,37.0,1.0,140.0,12.0,22.0,41.0,906.0,2443.0,2.0,0.0,0.0,4.0,231.0,1.0,1520.0,131.0,0.0,283.0,0.0,859.0,110.0,12.0,5839.0,327.0
2014,7,54.0,1631.0,4773.0,1397.0,2.0,111.0,2672.0,708.0,1337.0,0.0,61.0,38.0,0.0,158.0,11.0,20.0,31.0,914.0,2772.0,2.0,4.0,0.0,4.0,162.0,1.0,1504.0,183.0,0.0,300.0,0.0,927.0,80.0,16.0,6336.0,341.0
2014,8,33.0,1616.0,4747.0,1384.0,0.0,144.0,2645.0,674.0,1369.0,0.0,69.0,48.0,0.0,167.0,15.0,22.0,48.0,865.0,2644.0,2.0,3.0,0.0,0.0,213.0,1.0,1526.0,197.0,2.0,279.0,0.0,883.0,105.0,16.0,5885.0,274.0
2014,9,28.0,1573.0,4236.0,1300.0,2.0,123.0,2389.0,606.0,1324.0,0.0,53.0,46.0,0.0,138.0,14.0,21.0,25.0,858.0,2387.0,2.0,3.0,0.0,2.0,178.0,0.0,1394.0,163.0,0.0,288.0,0.0,872.0,91.0,19.0,5485.0,265.0
2014,10,28.0,1504.0,4068.0,1358.0,3.0,116.0,2496.0,678.0,1284.0,0.0,41.0,37.0,0.0,110.0,9.0,20.0,47.0,922.0,2383.0,0.0,4.0,0.0,3.0,190.0,1.0,1352.0,142.0,0.0,298.0,0.0,960.0,94.0,12.0,5562.0,265.0
2014,11,38.0,1160.0,3675.0,1135.0,0.0,126.0,2262.0,556.0,1171.0,0.0,11.0,39.0,0.0,97.0,5.0,13.0,25.0,848.0,2133.0,0.0,2.0,0.0,5.0,177.0,1.0,1301.0,149.0,1.0,198.0,0.0,795.0,63.0,9.0,4540.0,223.0
2014,12,22.0,1236.0,3651.0,1341.0,1.0,101.0,2259.0,529.0,1303.0,0.0,4.0,39.0,1.0,80.0,8.0,13.0,17.0,760.0,1859.0,0.0,1.0,0.0,7.0,203.0,0.0,1276.0,108.0,1.0,154.0,0.0,964.0,55.0,13.0,4750.0,220.0
2015,1,17.0,1221.0,3537.0,1065.0,0.0,154.0,1923.0,577.0,1325.0,0.0,5.0,30.0,3.0,112.0,8.0,15.0,21.0,826.0,2339.0,1.0,1.0,0.0,6.0,295.0,0.0,1479.0,182.0,1.0,180.0,0.0,798.0,99.0,17.0,4405.0,251.0
2015,2,20.0,1082.0,2912.0,663.0,1.0,77.0,1504.0,438.0,1307.0,0.0,2.0,20.0,0.0,109.0,8.0,14.0,19.0,627.0,1971.0,1.0,1.0,0.0,3.0,179.0,1.0,1224.0,119.0,1.0,137.0,0.0,456.0,52.0,7.0,3228.0,187.0
2015,3,41.0,1437.0,4135.0,847.0,3.0,103.0,2238.0,583.0,1431.0,0.0,24.0,35.0,0.0,113.0,15.0,19.0,31.0,784.0,2462.0,0.0,0.0,0.0,3.0,201.0,0.0,1485.0,109.0,1.0,249.0,0.0,617.0,74.0,17.0,4274.0,327.0
2015,4,42.0,1396.0,4116.0,921.0,2.0,100.0,2465.0,576.0,1479.0,0.0,33.0,36.0,1.0,90.0,8.0,14.0,28.0,725.0,2091.0,0.0,0.0,0.0,6.0,186.0,1.0,1482.0,104.0,1.0,228.0,0.0,678.0,66.0,14.0,4527.0,291.0
2015,5,41.0,1676.0,4892.0,1075.0,6.0,109.0,2600.0,559.0,1308.0,0.0,42.0,50.0,0.0,116.0,11.0,14.0,22.0,851.0,1976.0,3.0,0.0,0.0,9.0,187.0,0.0,1679.0,155.0,1.0,222.0,0.0,730.0,93.0,17.0,4941.0,298.0
2015,6,39.0,1589.0,4578.0,1130.0,6.0,151.0,2463.0,607.0,1300.0,0.0,35.0,49.0,2.0,129.0,10.0,8.0,33.0,908.0,1843.0,7.0,1.0,0.0,2.0,207.0,1.0,1488.0,129.0,1.0,241.0,0.0,768.0,99.0,10.0,5015.0,314.0
2015,7,51.0,1593.0,4574.0,1157.0,4.0,126.0,2821.0,542.0,1373.0,0.0,42.0,57.0,2.0,109.0,10.0,15.0,25.0,892.0,1928.0,0.0,1.0,0.0,1.0,198.0,1.0,1568.0,101.0,2.0,219.0,0.0,916.0,95.0,14.0,5398.0,370.0
2015,8,40.0,1597.0,4625.0,1250.0,0.0,130.0,2685.0,578.0,1370.0,0.0,64.0,55.0,1.0,134.0,15.0,21.0,37.0,968.0,2098.0,2.0,2.0,0.0,2.0,176.0,0.0,1617.0,131.0,0.0,204.0,0.0,930.0,97.0,13.0,5627.0,322.0
2015,9,39.0,1530.0,4270.0,1181.0,3.0,133.0,2516.0,487.0,1325.0,0.0,41.0,65.0,2.0,115.0,10.0,17.0,26.0,864.0,2047.0,3.0,1.0,0.0,4.0,173.0,1.0,1406.0,75.0,1.0,217.0,0.0,931.0,99.0,17.0,5179.0,315.0
2015,10,46.0,1425.0,4039.0,1301.0,5.0,119.0,2593.0,525.0,1360.0,0.0,14.0,32.0,2.0,109.0,13.0,16.0,25.0,842.0,2103.0,1.0,3.0,0.0,4.0,188.0,0.0,1519.0,88.0,1.0,211.0,0.0,956.0,89.0,9.0,5154.0,276.0
2015,11,45.0,1252.0,3553.0,1218.0,2.0,104.0,2388.0,488.0,1249.0,0.0,6.0,39.0,0.0,103.0,4.0,18.0,15.0,864.0,1780.0,1.0,3.0,0.0,5.0,162.0,0.0,1321.0,64.0,2.0,169.0,0.0,819.0,75.0,11.0,4565.0,241.0
2015,12,32.0,1247.0,3687.0,1375.0,2.0,103.0,2479.0,441.0,1390.0,0.0,2.0,34.0,0.0,69.0,11.0,19.0,10.0,917.0,1297.0,1.0,3.0,0.0,3.0,186.0,0.0,1291.0,65.0,2.0,145.0,0.0,1039.0,70.0,9.0,5027.0,172.0
2016,1,42.0,1226.0,3727.0,1182.0,1.0,117.0,2374.0,462.0,1615.0,0.0,3.0,54.0,0.0,46.0,10.0,23.0,25.0,983.0,1145.0,1.0,2.0,1.0,8.0,267.0,1.0,1342.0,69.0,0.0,106.0,0.0,1041.0,115.0,9.0,4486.0,192.0
2016,2,31.0,1241.0,3497.0,842.0,4.0,107.0,2089.0,438.0,1515.0,0.0,4.0,47.0,1.0,44.0,8.0,10.0,17.0,835.0,1300.0,4.0,5.0,0.0,3.0,172.0,0.0,1315.0,70.0,1.0,111.0,0.0,702.0,77.0,7.0,4005.0,214.0
2016,3,41.0,1641.0,4277.0,1048.0,2.0,133.0,2538.0,500.0,1573.0,0.0,14.0,45.0,1.0,85.0,9.0,15.0,27.0,781.0,1471.0,0.0,7.0,0.0,4.0,224.0,0.0,1579.0,58.0,0.0,141.0,0.0,785.0,65.0,11.0,4661.0,289.0
2016,4,46.0,1508.0,4030.0,946.0,2.0,121.0,2392.0,505.0,1553.0,0.0,23.0,40.0,1.0,91.0,9.0,19.0,26.0,757.0,1455.0,0.0,2.0,0.0,3.0,207.0,0.0,1421.0,113.0,0.0,142.0,0.0,771.0,63.0,11.0,4594.0,284.0
2016,5,55.0,1789.0,4714.0,1106.0,1.0,144.0,2733.0,585.0,1453.0,0.0,21.0,69.0,1.0,90.0,12.0,14.0,17.0,823.0,1401.0,0.0,3.0,0.0,4.0,216.0,0.0,1582.0,70.0,3.0,164.0,0.0,961.0,78.0,14.0,5045.0,342.0
2016,6,41.0,1817.0,4849.0,1080.0,4.0,156.0,2641.0,590.0,1689.0,0.0,25.0,80.0,0.0,109.0,13.0,26.0,24.0,932.0,1278.0,0.0,5.0,0.0,3.0,215.0,2.0,1511.0,57.0,2.0,165.0,0.0,905.0,98.0,18.0,5359.0,348.0
2016,7,47.0,1712.0,4688.0,1349.0,3.0,161.0,2987.0,568.0,1516.0,0.0,29.0,70.0,1.0,73.0,10.0,15.0,18.0,1038.0,1244.0,0.0,1.0,0.0,2.0,179.0,0.0,1513.0,80.0,0.0,154.0,0.0,1128.0,112.0,16.0,5820.0,303.0
2016,8,46.0,1761.0,4586.0,1372.0,7.0,148.0,2974.0,577.0,1686.0,0.0,28.0,96.0,2.0,79.0,15.0,22.0,17.0,1029.0,861.0,0.0,5.0,0.0,2.0,195.0,0.0,1508.0,71.0,3.0,124.0,0.0,1238.0,92.0,11.0,6006.0,321.0
2016,9,45.0,1694.0,4315.0,1371.0,2.0,125.0,2850.0,579.0,1609.0,0.0,24.0,65.0,3.0,84.0,11.0,17.0,17.0,979.0,896.0,0.0,7.0,0.0,3.0,184.0,0.0,1353.0,75.0,1.0,127.0,0.0,1028.0,99.0,26.0,5736.0,334.0
2016,10,51.0,1667.0,4340.0,1314.0,4.0,150.0,2758.0,552.0,1689.0,0.0,12.0,83.0,1.0,97.0,11.0,15.0,26.0,1010.0,762.0,0.0,5.0,0.0,10.0,190.0,0.0,1487.0,61.0,0.0,161.0,0.0,1149.0,85.0,17.0,5723.0,294.0
2016,11,34.0,1423.0,3822.0,1376.0,2.0,121.0,2580.0,485.0,1470.0,0.0,6.0,80.0,0.0,78.0,14.0,15.0,5.0,1016.0,777.0,0.0,4.0,0.0,5.0,145.0,0.0,1303.0,64.0,0.0,116.0,0.0,1163.0,59.0,17.0,5257.0,286.0
2016,12,37.0,1262.0,3445.0,1301.0,4.0,94.0,2102.0,465.0,1699.0,0.0,0.0,59.0,0.0,60.0,13.0,11.0,8.0,1110.0,724.0,0.0,3.0,0.0,4.0,146.0,1.0,1384.0,12.0,0.0,96.0,0.0,1089.0,55.0,19.0,4922.0,244.0
2017,1,38.0,1373.0,3568.0,1274.0,7.0,153.0,2424.0,573.0,1771.0,0.0,1.0,55.0,1.0,84.0,9.0,8.0,10.0,1174.0,982.0,0.0,3.0,0.0,3.0,304.0,0.0,1567.0,86.0,1.0,123.0,0.0,1075.0,99.0,17.0,4955.0,336.0
2017,2,40.0,1295.0,3414.0,1012.0,3.0,123.0,2048.0,527.0,1512.0,0.0,9.0,50.0,0.0,85.0,15.0,13.0,22.0,879.0,955.0,0.0,1.0,1.0,4.0,125.0,0.0,1390.0,52.0,1.0,99.0,0.0,787.0,72.0,18.0,4397.0,331.0
2017,3,27.0,1486.0,3858.0,931.0,4.0,106.0,2238.0,548.0,1621.0,0.0,4.0,42.0,4.0,81.0,14.0,18.0,27.0,801.0,1126.0,0.0,1.0,1.0,10.0,178.0,1.0,1521.0,68.0,0.0,126.0,0.0,783.0,78.0,19.0,4501.0,307.0
2017,4,47.0,1638.0,4101.0,968.0,5.0,146.0,2451.0,548.0,1537.0,0.0,21.0,49.0,0.0,98.0,11.0,15.0,7.0,837.0,1042.0,0.0,1.0,0.0,5.0,176.0,0.0,1581.0,88.0,1.0,129.0,0.0,851.0,78.0,25.0,4803.0,406.0
2017,5,38.0,1853.0,4563.0,1061.0,6.0,133.0,2518.0,631.0,1550.0,0.0,20.0,57.0,1.0,105.0,8.0,19.0,20.0,831.0,1116.0,0.0,3.0,0.0,8.0,214.0,0.0,1633.0,74.0,3.0,153.0,0.0,903.0,90.0,13.0,5336.0,397.0
2017,6,46.0,1857.0,4651.0,1090.0,3.0,119.0,2582.0,617.0,1581.0,0.0,30.0,86.0,0.0,97.0,15.0,16.0,20.0,1013.0,865.0,0.0,6.0,0.0,6.0,188.0,0.0,1414.0,76.0,0.0,126.0,0.0,982.0,91.0,14.0,5792.0,442.0
2017,7,34.0,1821.0,4701.0,1206.0,6.0,163.0,2745.0,622.0,1621.0,0.0,21.0,76.0,0.0,107.0,13.0,23.0,28.0,992.0,1002.0,0.0,4.0,0.0,6.0,169.0,2.0,1531.0,61.0,0.0,148.0,0.0,1004.0,101.0,21.0,6089.0,519.0
2017,8,43.0,1739.0,4424.0,1152.0,8.0,160.0,2685.0,598.0,1627.0,0.0,34.0,58.0,1.0,104.0,16.0,13.0,19.0,952.0,993.0,0.0,4.0,0.0,4.0,197.0,2.0,1456.0,81.0,0.0,145.0,0.0,1174.0,78.0,16.0,6461.0,456.0
2017,9,33.0,1786.0,4396.0,1040.0,6.0,145.0,2414.0,539.0,1624.0,0.0,23.0,61.0,1.0,86.0,16.0,22.0,13.0,915.0,1027.0,0.0,1.0,0.0,7.0,186.0,1.0,1259.0,23.0,1.0,131.0,0.0,1002.0,93.0,20.0,5524.0,418.0
2017,10,39.0,1628.0,4168.0,1198.0,9.0,148.0,2439.0,572.0,1622.0,0.0,17.0,60.0,2.0,89.0,11.0,11.0,7.0,983.0,845.0,0.0,4.0,0.0,20.0,190.0,0.0,1345.0,25.0,1.0,129.0,0.0,1119.0,78.0,11.0,5733.0,389.0
2017,11,38.0,1454.0,3723.0,1083.0,6.0,126.0,2335.0,533.0,1558.0,0.0,9.0,41.0,0.0,72.0,9.0,16.0,9.0,937.0,924.0,0.0,7.0,0.0,6.0,166.0,5.0,1292.0,64.0,0.0,105.0,0.0,1128.0,92.0,10.0,5383.0,337.0
2017,12,21.0,1374.0,3660.0,983.0,6.0,120.0,2165.0,507.0,1726.0,0.0,2.0,39.0,0.0,79.0,14.0,16.0,9.0,1070.0,789.0,0.0,2.0,0.0,7.0,200.0,0.0,1259.0,37.0,2.0,84.0,0.0,1072.0,79.0,7.0,5394.0,348.0
2018,1,26.0,1416.0,3588.0,952.0,4.0,113.0,1930.0,578.0,1591.0,0.0,5.0,43.0,2.0,86.0,5.0,16.0,23.0,1006.0,1083.0,0.0,4.0,0.0,10.0,242.0,0.0,1330.0,31.0,0.0,89.0,0.0,898.0,75.0,16.0,4849.0,410.0
2018,2,14.0,1355.0,3200.0,698.0,6.0,115.0,1672.0,548.0,1464.0,0.0,1.0,43.0,1.0,93.0,9.0,14.0,9.0,626.0,995.0,0.0,3.0,0.0,9.0,161.0,0.0,1262.0,20.0,0.0,78.0,0.0,636.0,69.0,14.0,3896.0,306.0
2018,3,32.0,1619.0,3958.0,822.0,9.0,117.0,2337.0,586.0,1678.0,0.0,8.0,34.0,2.0,119.0,13.0,14.0,23.0,736.0,1282.0,0.0,2.0,0.0,10.0,189.0,0.0,1471.0,38.0,0.0,119.0,0.0,738.0,89.0,15.0,4750.0,393.0
2018,4,27.0,1641.0,3801.0,942.0,11.0,118.0,2240.0,586.0,1579.0,0.0,10.0,43.0,0.0,106.0,8.0,12.0,20.0,751.0,1100.0,0.0,4.0,1.0,2.0,192.0,0.0,1507.0,101.0,1.0,115.0,0.0,693.0,85.0,17.0,4995.0,399.0
2018,5,33.0,2036.0,4978.0,974.0,15.0,149.0,2670.0,599.0,1696.0,0.0,23.0,54.0,0.0,123.0,14.0,17.0,32.0,831.0,1177.0,0.0,2.0,0.0,8.0,205.0,0.0,1603.0,95.0,2.0,124.0,0.0,802.0,121.0,24.0,5735.0,542.0
2018,6,36.0,1880.0,4640.0,1064.0,14.0,152.0,2589.0,591.0,1636.0,0.0,34.0,57.0,0.0,115.0,14.0,18.0,26.0,816.0,1080.0,0.0,2.0,0.0,3.0,207.0,0.0,1511.0,65.0,4.0,137.0,0.0,857.0,88.0,18.0,6038.0,499.0
2018,7,41.0,1943.0,4883.0,1140.0,13.0,155.0,2726.0,597.0,1735.0,0.0,42.0,63.0,0.0,132.0,24.0,13.0,32.0,858.0,1189.0,0.0,3.0,1.0,14.0,174.0,0.0,1572.0,46.0,1.0,116.0,0.0,876.0,88.0,27.0,6167.0,550.0
2018,8,38.0,1849.0,4613.0,1213.0,17.0,153.0,2636.0,598.0,1753.0,0.0,39.0,58.0,1.0,127.0,19.0,15.0,25.0,927.0,1228.0,0.0,3.0,1.0,7.0,176.0,0.0,1501.0,74.0,1.0,121.0,0.0,942.0,126.0,15.0,6528.0,561.0
2018,9,32.0,1814.0,4351.0,1052.0,20.0,160.0,2287.0,606.0,1540.0,0.0,18.0,55.0,3.0,116.0,14.0,12.0,28.0,906.0,1153.0,0.0,4.0,0.0,8.0,187.0,0.0,1321.0,69.0,1.0,112.0,0.0,768.0,116.0,12.0,5785.0,487.0
2018,10,36.0,1717.0,4302.0,1004.0,19.0,149.0,2521.0,562.0,1575.0,0.0,13.0,59.0,1.0,104.0,19.0,7.0,21.0,794.0,1047.0,0.0,4.0,0.0,7.0,207.0,0.0,1385.0,48.0,1.0,112.0,0.0,837.0,112.0,15.0,5666.0,452.0
2018,11,26.0,1542.0,3638.0,913.0,9.0,140.0,1969.0,501.0,1476.0,0.0,6.0,47.0,0.0,88.0,15.0,16.0,20.0,817.0,1157.0,0.0,3.0,0.0,2.0,171.0,1.0,1429.0,85.0,2.0,104.0,0.0,787.0,85.0,16.0,5156.0,407.0
2018,12,32.0,1590.0,3858.0,971.0,12.0,131.0,2245.0,555.0,1646.0,0.0,2.0,44.0,2.0,97.0,15.0,17.0,9.0,916.0,1003.0,0.0,2.0,0.0,6.0,170.0,0.0,1344.0,46.0,1.0,144.0,0.0,845.0,82.0,18.0,5687.0,450.0
2019,1,22.0,1458.0,3518.0,797.0,12.0,146.0,1794.0,563.0,1518.0,0.0,4.0,23.0,3.0,94.0,21.0,8.0,21.0,707.0,1330.0,0.0,1.0,0.0,3.0,184.0,0.0,1425.0,64.0,0.0,88.0,0.0,658.0,90.0,19.0,4554.0,447.0
